0.486900, 1.713980, -17.957900, -32.620100, 24.757500, 0.000000, 0.000000
2.312500, 4.525870, 2.207540, -34.203400, 12.320300, 0.000000, 0.000000
3.312500, 18.956900, 9.233780, -30.557300, 7.411400, 0.000000, 0.000000
17.038900, -35.528900, 2.539980, 6.895640, -67.890000, 0.000000, 0.000000
16.038900, -41.260700, -24.073900, 0.847459, -52.247300, 0.000000, 0.000000
11.891700, -72.272600, -11.908000, 27.380300, -28.911900, 0.000000, 0.000000
4.312500, 26.862900, 7.019510, -33.875500, 4.831080, 0.000000, 0.000000
14.941300, -57.089200, -1.400340, 10.577000, -45.037000, 0.000000, 0.000000
10.891700, -42.168000, 14.958500, 22.195100, 2.247180, 0.000000, 0.000000
15.941300, -38.219200, -25.546100, -0.200777, -50.943800, 0.000000, 0.000000
9.891700, -21.869200, 18.366500, 16.405600, 1.570290, 0.000000, 0.000000
5.312500, 25.866800, 9.623710, -39.789400, 5.639400, 0.000000, 0.000000
12.941300, -48.712500, 5.024620, 21.781400, -36.348700, 0.000000, 0.000000
8.891700, -3.531460, 28.393700, -10.841800, -5.550990, 0.000000, 0.000000
13.941300, -59.784500, 6.706370, 3.953650, -46.865900, 0.000000, 0.000000
15.891700, -42.051200, -15.502900, -3.846510, -51.800900, 0.000000, 0.000000
6.312500, 7.804320, 2.280470, -46.895100, 4.290620, 0.000000, 0.000000
10.941300, -45.690300, 15.266500, 23.207200, 2.450340, 0.000000, 0.000000
14.891700, -51.239400, -0.082429, 10.165900, -46.360000, 0.000000, 0.000000
11.941300, -68.295800, -6.068520, 27.680400, -30.294100, 0.000000, 0.000000
13.891700, -59.735200, 6.825760, 10.026700, -48.710600, 0.000000, 0.000000
0.370100, 4.237760, -16.970300, -38.091000, 21.167200, 0.000000, 0.000000
7.312500, -1.160780, 27.630100, 9.347950, -10.738000, 0.000000, 0.000000
8.941300, -2.348450, 28.192400, 1.465800, -4.228710, 0.000000, 0.000000
12.891700, -48.924600, 4.212670, 21.645100, -39.880700, 0.000000, 0.000000
9.941300, -17.141000, 7.040430, 15.009000, 1.809530, 0.000000, 0.000000
5.390900, 24.065100, 9.806770, -36.323600, 4.615470, 0.000000, 0.000000
2.917300, 13.626000, 2.726600, -44.410800, 10.918300, 0.000000, 0.000000
