0.2,879.984
0.3,999.936
0.4,997.024
0.5,1002.96
0.6,1000.05
0.7,999.936
0.8,1000.05
0.9,1000.05
1,999.936
1.1,1000.05
1.2,999.936
1.3,1000.05
1.4,999.936
1.5,1000.05
1.6,1000.05
1.7,999.936
1.8,1000.05
1.9,999.936
2,1000.05
2.1,999.936
2.2,1000.05
2.3,1000.05
2.4,999.936
2.5,1045.3
2.6,999.936
2.7,1000.05
2.8,999.936
2.9,1000.05
3,1000.05
3.1,999.936
3.2,1000.05
3.3,999.936
3.4,1000.05
3.5,999.936
3.6,1000.05
3.7,1000.05
3.8,999.936
3.9,1000.05
4,999.936
4.1,1000.05
4.2,999.936
4.3,1000.05
4.4,1000.05
4.5,999.936
4.6,1000.05
4.7,999.936
4.8,1000.05
4.9,999.936
5,1000.05
5.1,1000.05
5.2,999.936
5.3,1000.05
5.4,999.936
5.5,1000.05
5.6,1056.83
5.7,1000.05
5.8,1000.05
5.9,999.936
6,1000.05
6.1,999.936
6.2,1000.05
6.3,999.936
6.4,1000.05
6.5,1000.05
6.6,999.936
6.7,1000.05
6.8,999.936
6.9,1000.05
7,999.936
7.1,1000.05
7.2,996.016
7.3,1003.97
7.4,1000.05
7.5,999.936
7.6,1000.05
7.7,999.936
7.8,1000.05
7.9,1000.05
8,999.936
8.1,1000.05
8.2,999.936
8.3,1000.05
8.4,999.936
8.5,1000.05
8.6,1000.05
8.7,999.936
8.8,1000.05
8.9,999.936
9,1000.05
9.1,999.936
9.2,1000.05
9.3,1000.05
9.4,999.936
9.5,1000.05
9.6,999.936
9.7,1000.05
9.8,999.936
9.9,1000.05
10,1000.05
10.1,999.936
10.2,1000.05
10.3,999.936
10.4,1000.05
10.5,999.936
10.6,1000.05
10.7,1000.05
10.8,999.936
10.9,1000.05
11,999.936
11.1,1000.05
11.2,999.936
11.3,1000.05
11.4,1000.05
11.5,1076.77
11.6,1000.05
11.7,999.936
11.8,999.04
11.9,1000.94
12,1000.05
12.1,1000.05
12.2,999.936
12.3,1000.05
12.4,999.936
12.5,1000.05
12.6,1082.14
12.7,1000.05
12.8,1000.05
12.9,999.936
13,1000.05
13.1,999.936
13.2,1000.05
13.3,999.936
13.4,1000.05
13.5,1000.05
13.6,999.936
13.7,1000.05
13.8,999.936
13.9,1069.94
14,999.936
14.1,1000.05
14.2,1090.88
14.3,999.936
14.4,1000.05
14.5,999.936
14.6,1000.05
14.7,999.936
14.8,1000.05
14.9,1000.05
15,999.936
15.1,1000.05
15.2,999.936
15.3,1000.05
15.4,999.936
15.5,1000.05
15.6,1000.05
15.7,999.936
15.8,1000.05
15.9,999.936
16,1000.05
16.1,999.936
16.2,1000.05
16.3,1000.05
16.4,999.936
16.5,1000.05
16.6,999.936
16.7,1000.05
16.8,999.936
16.9,1000.05
17,1000.05
17.1,999.936
17.2,1000.05
17.3,999.936
17.4,1000.05
17.5,999.936
17.6,1000.05
17.7,1066.35
17.8,999.936
17.9,1000.05
18,999.936
18.1,1000.05
18.2,999.936
18.3,1000.05
18.4,1000.05
18.5,999.936
18.6,1000.05
18.7,999.936
18.8,1000.05
18.9,999.936
19,1000.05
19.1,1000.05
19.2,999.936
19.3,1000.05
19.4,999.936
19.5,1000.05
19.6,999.936
19.7,1000.05
19.8,1000.05
19.9,999.936
20,1000.05
20.1,999.936
20.2,1000.05
20.3,999.936
20.4,1000.05
20.5,1000.05
20.6,999.936
20.7,1000.05
20.8,999.936
20.9,995.008
21,1004.98
21.1,1000.05
21.2,995.008
