46.099700, 7.437530, 8.824750, 1.837110, 5.277890, 0.000000, 0.000000
4.312500, 5.111050, 17.806800, 3.936450, 6.428860, 0.000000, 0.000000
44.099700, 0.198103, 8.920360, 2.152210, 5.460720, 0.000000, 0.000000
42.099700, 2.502630, 3.567340, 0.619891, 12.738200, 0.000000, 0.000000
40.099700, 4.244550, -7.449810, -5.055410, 11.618400, 0.000000, 0.000000
38.099700, 7.382820, 0.128683, -5.030360, 3.822780, 0.000000, 0.000000
5.312500, 15.056000, 7.121570, 8.930830, -2.504400, 0.000000, 0.000000
36.099700, 2.273650, 2.470320, 0.013810, 6.696550, 0.000000, 0.000000
34.099700, -3.341870, 4.909370, 6.292500, 9.783530, 0.000000, 0.000000
32.099700, -1.590890, -2.155010, 8.893020, 29.295900, 0.000000, 0.000000
6.312500, 15.582700, 15.010600, 8.612010, -6.847210, 0.000000, 0.000000
7.312500, 14.515100, 15.468700, 3.429320, -3.754020, 0.000000, 0.000000
50.099700, -0.889537, 5.827730, -1.547060, -18.399300, 0.000000, 0.000000
48.099700, 5.907080, 7.417220, -5.370320, -9.944160, 0.000000, 0.000000
27.891700, 5.955010, -9.168920, 6.962820, 17.088500, 0.000000, 0.000000
30.941300, 3.784290, -5.583770, 8.603510, 25.372100, 0.000000, 0.000000
26.891700, 2.454630, -3.307580, 13.742800, 12.734900, 0.000000, 0.000000
31.941300, 1.748350, -1.914150, 8.267910, 29.041500, 0.000000, 0.000000
25.891700, -0.463241, -1.815010, 11.430800, -33.624100, 0.000000, 0.000000
28.941300, 5.494920, -15.024400, -20.261400, 22.380600, 0.000000, 0.000000
24.891700, -2.842490, 8.712000, -0.114116, 6.035100, 0.000000, 0.000000
29.941300, 7.051170, -14.959100, 2.006760, 26.201600, 0.000000, 0.000000
26.941300, 2.651730, -4.464900, 14.493200, 12.410700, 0.000000, 0.000000
31.891700, 1.503150, -2.016530, 7.219270, 29.003500, 0.000000, 0.000000
27.941300, 7.250110, -8.572380, 6.806260, 17.933600, 0.000000, 0.000000
30.891700, 3.773460, -4.707490, 8.752970, 24.692900, 0.000000, 0.000000
24.941300, -2.369710, 7.319030, 3.976280, 6.219860, 0.000000, 0.000000
29.891700, 9.363490, -17.488100, 1.866030, 25.664000, 0.000000, 0.000000
25.941300, -1.550740, -0.914946, 13.248300, -8.976610, 0.000000, 0.000000
28.891700, 5.695020, -15.183200, -17.354200, 23.121600, 0.000000, 0.000000
19.891700, -27.852600, 8.510830, 22.946000, 5.150430, 0.000000, 0.000000
